,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2022-01-03,AAPL,177.8300018310547,182.8800048828125,177.7100067138672,179.27362060546875,104487900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,AMGN,223.6300048828125,226.97000122070312,222.02999877929688,207.80715942382812,2742800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,AMZN,167.5500030517578,170.70350646972656,166.16050720214844,170.4044952392578,63520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,AXP,164.50999450683594,168.39999389648438,164.39999389648438,161.69992065429688,3236400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,BA,204.0,210.5500030517578,203.33999633789062,207.86000061035156,9060200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,CAT,207.3300018310547,208.60000610351562,205.8000030517578,195.76092529296875,2055600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,CRM,255.00999450683594,256.70001220703125,248.64999389648438,254.3309326171875,4316800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,CSCO,62.900001525878906,63.349998474121094,62.5,57.543479919433594,17184300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,CVX,117.41999816894531,119.69000244140625,117.29000091552734,107.2700424194336,10717700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,DIS,155.8300018310547,157.55999755859375,155.36000061035156,155.533203125,10222800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,GS,389.0,399.29998779296875,387.3399963378906,366.3116149902344,3334300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,HD,416.57000732421875,417.8399963378906,403.260009765625,380.5411376953125,3715700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,HON,207.86000061035156,209.35000610351562,205.55999755859375,195.04273986816406,2578600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,IBM,134.07000732421875,136.2899932861328,133.6300048828125,120.11048889160156,4605900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,INTC,51.650001525878906,53.22999954223633,51.599998474121094,49.35047912597656,33857600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,JNJ,170.2100067138672,171.60000610351562,169.10000610351562,158.50906372070312,6012200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,JPM,159.86000061035156,162.63999938964844,159.50999450683594,148.6650848388672,13120900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,KO,58.81999969482422,59.310001373291016,58.380001068115234,54.590660095214844,20187300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,MCD,269.489990234375,270.7300109863281,265.55999755859375,252.31163024902344,2750600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,MMM,149.09698486328125,149.7407989501953,147.02340698242188,130.626708984375,2309117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,MRK,76.58000183105469,76.94000244140625,75.3499984741211,71.0883560180664,9441200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,MSFT,335.3500061035156,338.0,329.7799987792969,326.9407958984375,28865100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,NKE,167.52999877929688,167.91000366210938,163.30999755859375,158.93516540527344,5670500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,PG,161.69000244140625,162.94000244140625,159.8800048828125,152.142333984375,9317300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2022-01-03,TRV,156.9199981689453,157.24000549316406,154.92999267578125,147.01715087890625,1103400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
