date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WMT
3/11/2022,152.5979004,211.5859985,145.5245056,161.8069916,176.2299957,204.1515961,197.0253296,50.12028885,155.3322296,130.7189331,304.7833557,296.7872314,172.8254547,110.7633057,42.8295784,157.4899597,119.2102661,53.32024765,214.3137207,104.5973434,72.37381744,274.1020203,118.6293411,134.4841919,164.8502197,465.599884,192.9045105,45.14287186,45.47992706
3/14/2022,148.5445404,211.9188232,141.8529968,166.5195465,175.5200043,204.7312927,192.266449,49.7628746,151.5329895,128.0202179,302.9006042,298.2580566,173.7358704,110.74543,41.49319839,159.6660767,120.3941422,54.30354691,213.6618958,106.4672546,72.5697403,270.5493774,113.7344131,136.2025909,168.1238861,470.4692078,196.4544678,44.6832695,46.11376953
3/15/2022,152.9529419,214.091507,147.3665009,169.6515961,179.8899994,205.7005768,195.2731018,50.95425034,143.8618469,133.149765,306.7966003,307.7952881,178.0887451,112.2644577,41.87635803,163.8044281,122.5306549,55.30538559,219.6982574,107.0831451,73.37214661,281.0311584,115.504715,141.1042023,170.9800415,480.1019287,202.1520691,44.90455627,46.66758728
3/16/2022,157.3909607,214.1932526,153.1040039,174.0557709,188.9900055,205.3394623,204.661438,51.14670563,143.3437653,137.0589294,317.60849,310.015625,181.1613617,113.5154037,43.57720184,162.2978973,128.006073,55.15696335,224.9599762,107.9735947,72.88697815,288.1168823,121.105835,140.6252594,170.1260376,480.4394226,207.7712097,44.67475891,46.52993393
3/17/2022,158.4067688,218.0671692,157.2389984,180.1849365,190.1900024,210.6801147,209.4800415,51.47661972,145.8250732,138.3785248,319.947937,315.121521,182.0148621,114.3374786,44.05381393,164.4181976,129.6246338,55.74137115,224.3270416,109.5912323,73.65205383,288.9291992,123.2534027,141.0666199,171.7770996,488.8861084,209.3206635,44.56411743,46.60063171
3/18/2022,161.7204285,218.4277496,161.2505035,183.7988892,192.8300018,209.9293823,217.832962,51.29333496,146.9975433,139.2020264,321.9145813,319.2249756,184.6607361,115.0522995,44.34352493,162.595459,129.5783997,55.7506485,225.6968231,110.0587158,73.81065369,294.0281372,126.9584579,140.9915161,171.0938873,488.0182495,214.87117,43.23638535,46.73881912
3/21/2022,163.1011658,218.4924774,161.4915009,182.2280426,185.8999939,212.59021,212.7754059,51.32082748,149.6424866,137.5351715,315.9680176,308.5728455,183.0485535,114.4625778,44.2874527,163.5161438,129.1621704,56.19591522,222.2960815,110.2516479,73.7640152,292.7852478,125.9427032,141.5267334,173.2099304,489.5032349,212.8412018,43.49171448,46.34997559
3/22/2022,166.4937897,218.6311646,164.8890076,184.3867493,191.0399933,211.6399078,217.245575,51.47661972,149.1425629,139.013504,319.7055969,308.9101563,184.9547119,115.3203659,45.22197723,162.7442932,131.9091339,56.39999008,224.9410706,111.2608109,73.9879303,297.5808411,128.7480927,142.6159821,173.3617249,487.2468872,214.2435455,43.40660477,46.21178436
3/23/2022,167.864624,216.5138855,163.4080048,179.2694397,186.0399933,211.1267853,210.1769409,49.92783356,150.7513428,136.5628357,312.8083191,297.0307617,182.403656,114.6412811,45.10983658,162.1304932,129.2824097,56.02893829,223.0517578,109.5838089,74.38912201,293.1081238,128.6610107,141.6206207,172.3369446,485.2316589,210.5268707,43.38106918,45.61727142
3/24/2022,171.6714172,219.0009766,163.6495056,182.0352783,189.0500031,211.1647797,213.0342712,49.94615173,151.1512604,137.8725128,313.3862915,295.8410034,184.6322784,115.4901352,48.24051285,162.9674835,130.1240845,56.56696701,226.9626465,110.5484543,75.02359009,297.6199646,127.7710571,141.8647766,174.8040466,495.0957947,213.1059723,43.40660477,45.90006638
3/25/2022,172.3125,220.7761383,164.7734985,183.3748322,188.9499969,212.2575836,210.0973053,50.37688446,153.8870392,138.0511017,314.5606384,291.0629883,187.5721283,117.3665848,48.43676758,164.5297852,131.2617035,57.07715988,228.2095795,111.6466751,75.8912735,297.2089233,129.3382111,143.5080109,178.1536255,494.6811218,214.2042847,43.64491272,46.09930801
3/28/2022,173.1803436,222.3293915,168.9904938,182.8158875,188.1600037,210.8226624,214.3285065,50.53268814,151.1967163,137.6343842,312.5194092,294.4356689,186.9272766,117.4738007,48.13770676,165.3760834,130.2905273,57.43893814,229.4942932,110.912056,75.76998901,304.0793457,130.4119873,144.4940186,177.2142334,494.8451233,216.499054,43.5512886,46.91878128
3/29/2022,176.4940491,223.3186493,169.3150024,184.0108948,193.8000031,210.0529327,220.3119507,51.01839447,149.3516388,141.2657471,316.583252,297.6491089,187.3350372,117.8937607,48.82926941,165.2923737,130.5772705,57.66157532,234.4348602,112.8487778,76.10587311,308.6889648,134.600708,145.9776306,174.4150085,492.4634094,223.7068634,43.61938477,47.31405258
3/30/2022,175.3204498,224.2709808,166.3009949,182.873703,194.9100037,211.9915314,213.9900208,51.36664963,150.4059601,139.8568573,312.7897339,288.9831848,186.3866882,118.0635376,48.06295776,167.0128174,129.9853516,57.70794678,235.2472992,112.3664474,76.88027954,307.1719971,134.0203094,144.9728699,176.0660553,502.1925659,219.6175232,43.92578125,48.16245651
3/31/2022,172.20401,223.5775604,162.9974976,180.2138977,191.5,211.7444611,211.3816071,51.10087585,147.9973755,136.0865936,307.6727295,280.4296265,184.5279541,116.1781616,46.31538773,164.8180847,126.082283,57.51314926,233.5941315,110.4742584,76.55371857,301.7402954,130.1701202,143.4798584,173.3901978,491.7305908,217.4796753,43.3555336,47.85715485
4/1/2022,171.9081268,224.7794647,163.5599976,180.3777161,190.7599945,208.8460541,211.3119049,51.00923157,149.2607574,135.9278412,307.7846375,282.8280334,185.9030609,116.2943115,44.96031189,165.7108612,125.1481323,58.3201828,235.4551239,111.0753021,77.92523956,302.8266296,129.1640778,145.6302032,175.7814178,494.256897,221.9808807,44.35984421,48.52880478
4/4/2022,175.9812164,226.3974609,168.3464966,180.8499298,191.1799927,209.8343658,217.8827515,51.20168304,149.3970795,137.4954834,305.9111023,286.2850037,185.9410095,116.4015503,45.97895432,164.1113129,125.7030792,58.01407242,233.1690521,110.9565811,77.89724731,308.2583008,129.9572906,144.6817932,172.5267334,491.7787781,223.3342285,44.64922714,48.53844452
4/5/2022,172.6477814,226.1108398,164.0549927,178.6719208,182.6499939,205.2824554,209.2112427,50.67573929,148.4790802,134.5586395,301.9499207,285.6105042,183.6270294,115.1684723,44.97900009,165.171463,124.2401962,57.94913483,234.756012,110.4890976,78.11184692,304.2555237,127.9838791,145.1888428,172.1186981,499.2420044,221.716095,44.92157745,48.67662811
4/6/2022,169.4622955,231.0757294,158.7559967,177.0432739,178.7200012,205.4630432,199.9324341,50.16824341,149.7969971,131.5325317,294.7730713,279.6895752,183.6175537,115.6152344,44.42762756,169.467926,122.5164642,58.533535,237.5427856,111.5279465,79.27811432,293.1180115,124.1724014,147.2640686,173.2478943,512.7316284,214.7730865,45.2790451,49.80781937
4/7/2022,169.7680206,232.6567383,157.7845001,176.2701111,177.9700012,205.1684113,199.2753448,50.4081459,151.8784027,130.8379974,292.806366,283.6336975,182.7450867,114.8646698,44.44631958,169.030838,122.1437759,58.84893799,240.2822876,111.2682343,80.98552704,294.9481506,125.1591339,149.1702118,172.7829437,517.7456665,211.9684143,45.37381363,50.30592728
4/8/2022,167.7462769,233.0081024,154.460495,177.5361176,175.1999969,206.2422485,196.2985535,50.08519363,154.4506073,130.8379974,299.5545349,291.4658203,180.336319,114.1319656,43.94167328,169.3656464,124.3799667,59.21071243,237.5427856,111.1643524,81.80657196,290.6418762,123.9692459,150.3345795,175.4113464,526.4334106,212.7823181,46.11467361,50.5855217
4/11/2022,163.4660797,231.94487,151.121994,171.6118469,175.0299988,205.3109436,194.5861511,48.79338837,150.4786682,129.627533,298.9673462,287.3530579,179.4923248,112.916748,43.52112961,167.2453156,123.923439,59.19216537,236.5886536,111.3943787,80.82691193,279.181427,120.9026794,149.7618256,176.151474,518.2181396,210.5955048,46.43341827,49.58286667
4/12/2022,165.3497467,231.1774597,150.7875061,169.6499634,176.2799988,205.9286499,193.9489899,47.81530762,153.6144257,129.8160553,298.0539551,286.9501953,181.1234283,112.5682602,43.45571136,167.3011017,122.5630493,59.88788605,235.3795166,110.2516479,79.89390564,276.0496216,120.9607162,149.3110657,175.4872437,514.621521,207.3102875,46.23527908,49.24222565
4/13/2022,168.0519867,234.3856659,155.5410004,173.5640411,182.8699951,207.4205933,194.8549652,48.1198082,156.0320892,131.3142395,300.0950623,290.8194885,184.7840118,112.7112198,43.93232346,168.0078583,118.6124115,60.04558182,237.4199829,110.3110046,80.36040497,281.4911499,123.3307877,149.7336426,174.3201141,517.7938232,209.1441345,46.64017487,50.52445602
4/14/2022,163.0123749,234.8572235,151.7064972,175.0813904,181.9400024,216.4864044,188.572876,47.21553802,155.9593964,129.4489594,299.7875061,285.2919617,185.1064453,113.0865021,42.68004608,167.3011017,117.5129471,60.31458664,236.64534,109.3612061,81.08816528,273.8671265,129.1060181,148.8979492,174.8230438,515.6917114,208.6734161,46.37311935,50.47947311
4/18/2022,162.7954254,232.924881,152.7850037,178.2899933,179.8500061,218.4915161,186.1834564,47.16017532,158.0498657,126.7700806,307.4677124,281.2541199,182.1476593,112.7380371,43.58654785,165.2179871,119.6932602,59.776577,237.164917,108.4707565,80.30443573,274.5424194,127.3357162,147.480011,175.7529602,514.9783325,209.0460663,45.99406433,50.09383392
4/19/2022,165.0933075,234.2562408,158.1154938,180.8897247,185.9799957,220.6201935,190.5441132,47.82453156,156.1775055,130.8677521,313.1253357,288.3648376,187.012619,115.4007797,44.79209518,170.2584076,122.17173,60.36097336,241.2646942,111.3795319,80.04319,279.2205505,132.5789185,149.6866913,167.1560364,518.468811,211.5271149,46.30420303,50.66264343
4/20/2022,164.9256744,236.1146088,153.9980011,182.1364441,183.5500031,223.3950806,185.4069061,48.92256546,156.813736,123.5951233,317.8881226,295.2414246,186.197052,123.594574,44.96031189,171.0116577,122.6003265,61.18656158,241.6898499,111.7431335,80.66830444,280.2579651,131.4373779,153.6680603,168.6268005,526.4815674,213.5767059,46.87277603,51.29894638
