date,a2c,ddpg,ppo,td3,sac,mvo,dji
2020-07-24,1016945.6798617024,1007959.435140213,982438.8797298127,1011157.5134738426,1023374.8388275603,1051704.3311266294,1028556.4558237807
2020-07-27,1019622.2492357334,1013601.0486961212,985966.3794249422,1016821.8172648888,1026155.4711001815,1066695.6551740698,1033021.2077423742
2020-07-28,1011050.1464813427,1008217.2544456329,981877.984889229,1011478.8965266686,1020914.7063555336,1053085.7200886207,1025035.9736254129
2020-07-29,1013119.9465080646,1014283.0903678741,982056.0824377749,1016910.014679287,1018819.3821180152,1063455.5953723772,1031264.7992762773
2020-07-30,1005492.624731503,1007948.86902388,974185.5611702806,1004683.3226626854,1009944.6809219855,1067964.0444164253,1022482.9846269672
2020-07-31,1004249.5376501735,1006080.5215354767,977268.6692779238,998632.4275783043,1002421.0572489089,1107341.0109441604,1026939.9953856615
2020-08-03,1016675.9081177906,1023364.2639823761,996714.62363538,1006930.9615863304,1006974.6727603682,1118573.3934728308,1036114.2564843597
2020-08-04,1023706.4889848026,1021692.1260581817,995690.1744512903,1008562.6075900536,1015315.333330223,1122777.495769952,1042490.7713231009
2020-08-05,1038614.1603410038,1027747.3558097687,1013450.2155348627,1023878.8620761376,1025078.7935920181,1131780.586852704,1056984.651253157
2020-08-06,1044711.7160661014,1036261.3179374542,1015888.1380786669,1027602.656677578,1028152.3304575385,1146618.002930463,1064192.7336312416
2020-08-07,1043069.7263352665,1035035.5678001251,1008929.1192827226,1031448.7202685814,1033231.4939300193,1128014.5486791553,1065999.6114241306
2020-08-10,1054723.9048058782,1031278.3605247345,1020643.9055943681,1044539.0399325829,1041907.5553604545,1125084.2673189833,1079906.7569700798
2020-08-11,1050798.1132905278,1019940.7118736114,1011723.3463402787,1042458.4041789513,1041205.8355890998,1099707.747677206,1075846.139134447
2020-08-12,1052938.9617097173,1034722.4908347931,1016245.6918279192,1050101.7259982568,1049479.3385456696,1129068.1113842628,1087110.9687682146
2020-08-13,1052096.1513459478,1033383.9167533722,1016802.9141869432,1045800.5670970421,1045091.1390804176,1132943.5621184139,1083998.4153390324
2020-08-14,1053635.312143067,1034693.296681961,1020804.2972394029,1046401.2737925987,1049609.6765008047,1131692.0255116902,1085331.2609286963
2020-08-17,1052557.8231370244,1037109.6648307648,1013564.707514557,1043590.8769687157,1047500.8656027869,1141325.9623275101,1081985.6378715758
2020-08-18,1059874.894300202,1041067.8647971954,1018477.3059575654,1041485.6940883141,1045036.4795249595,1164499.713352614,1079389.9207062367
2020-08-19,1056410.693391541,1037291.2349143829,1013744.5398107072,1040221.8557933312,1039936.8645733413,1152594.244522478,1076079.2846561102
2020-08-20,1060351.1247842107,1041130.6313072052,1020822.2501063081,1039842.4685634117,1037172.9488786125,1167874.602839927,1077897.7741888477
2020-08-21,1059113.5036675725,1040080.915532669,1016824.4796435777,1040516.0292018395,1039019.8353440512,1177701.4746315146,1085304.0909753256
2020-08-24,1079963.5662553106,1040987.2634330597,1042531.2545276644,1053558.2515071374,1048438.5605911979,1184909.6529992018,1100000.0
2020-08-25,1082611.3788964543,1057805.8502403107,1044800.0381820298,1062338.6036494714,1054519.5938067664,1191651.5308893244,1097664.6742034196
2020-08-26,1129658.1239945684,1097273.4332938995,1071763.7041393053,1086717.7834285242,1052286.914592289,1216130.559493194,1100909.282713231
2020-08-27,1135707.6652467046,1109149.7683463898,1085285.6056204492,1094823.539528225,1063462.451575779,1219182.8727598942,1107142.0548377696
2020-08-28,1135440.403749207,1110624.1847892608,1087995.8066813548,1096898.0988963586,1073478.793017887,1225719.0010885927,1113421.425709151
2020-08-31,1131067.7294366155,1107203.0414939728,1080160.8796443215,1088961.9868777734,1065567.40034058,1236639.1350518735,1104721.196813678
2020-09-01,1139293.610364655,1110270.4924217071,1089456.4939228555,1096415.9455493432,1069265.6751971473,1266146.9346706877,1113102.7479599766
2020-09-02,1151343.691690186,1128419.6545158233,1102071.4112596666,1115591.810459469,1087906.5612597694,1270986.160255672,1130775.2088595298
2020-09-03,1118044.5288064275,1094251.4769187775,1058924.7648001597,1084841.0413096887,1066449.4053836097,1202308.4389456727,1099386.0197687976
2020-09-04,1105935.615255097,1080325.1416221466,1054986.423934128,1077930.20636401,1064885.8282847633,1185312.067099986,1093192.1811249272
2020-09-08,1077649.7378556523,1053468.6763664093,1005719.4888964922,1053559.7201159936,1043507.0199389686,1126648.405227769,1068618.627962891
2020-09-09,1096175.8686044011,1075343.9651847687,1023744.9231039889,1070747.4132884485,1054910.8838496436,1166939.9856851802,1085700.4080046627
2020-09-10,1083226.8340356145,1058456.357732376,1003416.9231281473,1055063.8248332483,1042212.0638842811,1133682.7397845138,1069928.098285409
2020-09-11,1086038.6175782476,1057427.4632621612,1006509.814545849,1062344.710888241,1048782.4390712013,1119487.304324254,1075018.4421750535
2020-09-14,1102715.3421151433,1070948.996984085,1023216.0383224451,1077716.824219082,1062573.9959712257,1126703.3474792396,1087752.1189527882
2020-09-15,1109244.6018693242,1077099.973760208,1023437.1529350627,1076496.1693232995,1061026.8554225196,1139696.5380091735,1087841.4458665242
2020-09-16,1110681.9070718084,1075779.4223075714,1027194.1028040545,1079784.1946032983,1064252.0281138648,1114511.8918275172,1089271.4354235479
2020-09-17,1099891.391893128,1067357.4789481964,1018729.8301612627,1074970.68034396,1059954.861175083,1097606.6567069674,1084204.3909073246
2020-09-18,1084618.7510010991,1064073.9747978058,997628.8701168863,1065232.591533993,1053265.7530703773,1077252.7615894172,1074699.8403196037
2020-09-21,1067728.0210931096,1050208.6262107696,985792.2852114526,1042006.1538470726,1034219.6527819862,1089352.3678202052,1054894.082718088
2020-09-22,1076109.401506165,1054333.666844925,997597.3764482996,1047167.1115001183,1035861.6930918922,1126958.8761886158,1060353.5736836994
2020-09-23,1050900.4967591558,1033962.8253837433,967162.161092602,1027927.3754390221,1020548.4290576209,1085933.6297417136,1039949.4699582282
2020-09-24,1047475.6983849796,1036552.644124588,959444.0834743158,1028601.4436038475,1018431.3166842689,1095313.8992058653,1041981.7521128814
2020-09-25,1068230.2993981633,1054573.981877884,993201.7390965158,1043580.1512530785,1035363.7620311012,1121980.0439279792,1055916.0676122012
2020-09-28,1091796.3133981023,1065910.8443961944,1026111.0801012956,1060262.9851611597,1050933.4309764137,1142032.3282704875,
2020-09-29,1085778.4863793645,1063026.4338126983,1014939.9460479738,1056784.9307483179,1046838.0219416847,1132803.1187586924,1066745.6467359627
2020-09-30,1098109.3760621343,1079063.9397788849,1026004.4911596186,1070889.513305996,1060657.309501194,1143633.9536417045,1079529.7928404897
2020-10-01,1104062.0442445073,1082062.708654007,1036659.6325107156,1072413.3223727685,1065957.9737239112,1163076.980103018,
2020-10-02,1099468.9617364202,1068527.1848655548,1025524.3135493471,1068330.5098880273,1060613.8470454444,1129594.041742607,1075686.8382067224
2020-10-05,1116638.206231812,1091071.9259086456,1045181.5185890658,1086869.9290774805,1080230.424735569,1155090.0564910318,1093786.6566689333
2020-10-06,1093897.7575700078,1079733.0847068634,1006248.9099026339,1072450.9334872705,1063821.2403445472,1125704.010854529,1079184.021031669
2020-10-07,1118888.076078156,1103128.6909385528,1032711.3936424715,1096110.088585232,1080162.207206272,1149965.1720467242,1099805.7120652806
2020-10-08,1130779.5475709233,1098025.3646293487,1044087.3368185618,1100755.5703166467,1075696.0466532935,1150331.9060339022,1104546.3376724306
2020-10-09,1136877.6304719243,1105795.8698478546,1053279.6130902446,1106765.7945674402,1076701.8268313636,1177632.4433449376,1110817.967383913
2020-10-12,1143682.2292268071,1115079.8148856964,1066092.6955989497,1113504.5958446008,1084901.597819828,1226244.687727498,1120555.663493297
2020-10-13,1135561.000749329,1111750.000249466,1049830.8513766367,1105640.389629696,1080136.5430369605,1223353.2081020596,1114427.8523897415
2020-10-14,1128378.4591882024,1099043.9980369415,1044903.3436333583,1099084.1101268274,1073368.8025737037,1206031.880422779,1107985.2341169615
2020-10-15,1125713.4749352727,1095998.7572837677,1043227.6340479319,1096156.1838153345,1076979.5021815528,1200195.7106215116,1107215.8235379832
2020-10-16,1129408.7417619023,1101872.3296867218,1050031.5356470721,1103336.020325039,1081731.5889811744,1186416.9857493432,1111571.8197493686
2020-10-19,1114568.2122399602,1082825.2058921661,1037802.3859361574,1089281.7289088708,1065174.3218837013,1161198.8954751827,1095605.2220953954
2020-10-20,1116057.8476044927,1084019.5901847687,1044675.6665123064,1092940.2596438867,1068867.1593203773,1167443.283763405,1100011.687633573
2020-10-21,1109190.5108506475,1084163.7739921417,1039227.5947819826,1087867.8706744653,1064794.0095439185,1161731.7299482618,1096203.6441130757
2020-10-22,1114321.7664696965,1085254.9328513946,1051848.2151303675,1093301.698524807,1073707.9657016029,1157282.060634952,1102144.9084418106
2020-10-23,1111980.2127892766,1089646.8328910675,1050067.4890810358,1093362.394707058,1075414.9900965919,1162208.28940447,1101053.0254274337
2020-10-26,1083632.151216248,1064667.6643272247,1019955.7787871211,1065900.8967669946,1055776.5212626685,1153326.5849511428,1075787.8527540315
2020-10-27,1082112.264459351,1065784.8968406525,1012023.1192359126,1055038.709034298,1046900.399722599,1173755.6701474832,1067153.6513988732
2020-10-28,1043017.5781914982,1028447.4441428985,974383.5107131196,1019285.6700271111,1011966.3435378303,1127009.152746237,
2020-10-29,1044272.350320557,1028544.6454063263,978340.8925769655,1023029.4417785149,1012023.1053748359,1145597.9524690607,1035908.2809160675
2020-10-30,1029699.022737244,1023386.8928581085,955834.0794274294,1017759.5851634484,1007408.3651690711,1100475.1436088653,1029788.210972411
2020-11-02,1040612.2636925968,1033900.7565666046,969755.150379555,1037314.0543864708,1020405.3153376807,1096803.8564158594,1046244.3990431319
2020-11-03,1061828.06210492,1050726.6330467071,992623.9155890505,1060664.4854777795,1038908.7379565467,1114750.2909958372,1067806.4892170196
2020-11-04,1076252.4547517095,1090862.984624466,1007740.4484720918,1079257.2789882165,1049006.9017062415,1166088.9985594943,1082094.3935787836
2020-11-05,1099676.919866303,1108745.3776756134,1038680.8841669009,1100956.2144893152,1062854.4313845863,1197436.987740067,1103174.634495823
2020-11-06,1098925.0693833623,1105415.921392044,1040557.6892672807,1096303.0210536462,1063380.0790896644,1198383.3237177338,1100578.9932242082
2020-11-09,1130092.0843598638,1112394.301244339,1093791.6042881166,1130658.0119288904,1092927.564124607,1158000.8037289665,1133009.5201088013
2020-11-10,1132770.4871728215,1110895.3849082794,1105948.7913112184,1142888.9404948694,1110067.3407473792,1133042.1391341262,1143225.1948950845
2020-11-11,1133519.1345689092,1118518.9563499298,1099407.067080498,1138893.3767550928,1110342.50946381,1165923.1835826845,1142319.7827618031
2020-11-12,1116563.288263062,1108016.9022575226,1078729.80366832,1126696.996559475,1098487.3679385413,1159934.6621419128,1129986.3694870798
2020-11-13,1135780.5578019414,1114809.8837943878,1110166.5291379625,1144673.0116466028,1113653.8523516883,1166687.9704169976,1145513.9219448222
2020-11-16,1159842.0688988958,1120498.0132346954,1151886.0292330096,1161508.3284076196,1133185.5542750587,1172062.8918728689,1163800.2871818535
2020-11-17,1166252.0016152654,1114469.6462608185,1171172.1882181512,1158784.069492672,1127749.7217288245,1164308.8081254195,1157311.0701622304
2020-11-18,1153140.1641785894,1102545.7197318878,1149358.507910557,1144543.957599972,1112627.501258396,1152921.023924796,1143905.2026666019
2020-11-19,1161983.140493134,1101069.5190025177,1160631.0676193659,1146268.9911349756,1112192.1760096778,1160816.5114165684,
2020-11-20,1147267.2058121953,1091835.5736137237,1139691.6800199891,1137186.0822795373,1101822.0545268287,1150865.2325166191,1137108.9955313776
2020-11-23,1166260.1047723088,1093878.4688621368,1169549.007278557,1151275.814125393,1116296.3177981605,1143816.0810841408,1149846.5428890616
2020-11-24,1186142.2143876348,1103645.5507255401,1194861.0203928072,1167065.2953608972,1130503.6736178626,1154754.0583514133,1167522.7984748397
2020-11-25,1175574.1648232732,1091369.439260086,1187662.5970983354,1159484.2534259302,1126844.492476963,1167668.1709026536,1160773.2659801827
2020-11-27,1175114.7651078496,1097503.0939842071,1185152.6963798183,1162850.676071499,1128451.2746310462,1171901.3847823516,1162245.9837040994
2020-11-30,1165069.9045083318,1089745.418431839,1164327.9663959467,1150370.6720202905,1120068.874961399,1172490.289245896,1151684.461215271
2020-12-01,1167656.4176499639,1096506.8669639435,1176351.8310501291,1156175.99435458,1127954.3783450355,1190860.9564732155,
2020-12-02,1159535.369413117,1085871.4544120636,1194134.151679512,1158155.1189998132,1134006.6067424049,1185751.6896152222,1161212.3870701378
2020-12-03,1172818.433625916,1087472.6912742462,1227383.5909722215,1162180.6461680871,1142787.3415141334,1180137.5726693505,1164542.451913736
2020-12-04,1173856.711335877,1096829.7369438019,1219167.6752135241,1173722.291710232,1143809.681388401,1174616.811834337,1174210.2499028558
2020-12-07,1175721.233247498,1089981.2745109405,1231954.2115653232,1169894.0187915307,1140443.1911502113,1176094.7973931897,1168439.898241694
2020-12-08,1175953.7012460027,1095609.5163322296,1232206.6513736423,1172546.2821162683,1143407.4801135291,1183975.3119532126,
2020-12-09,1165104.010427216,1088211.033300003,1212285.852403656,1169326.9154971582,1138192.2719340553,1160559.2610686845,1168401.0406547503
2020-12-10,1166627.9810082708,1083365.444478592,1219412.9328242494,1166041.4072764856,1133376.9279208411,1160868.642552476,1165700.4383621528
2020-12-11,1160247.4840600286,1081345.9663749542,1209498.777340584,1160798.6293376428,1129097.40027573,1164849.8493370917,1167530.6155284632
2020-12-14,1156085.8122536931,1080845.7625633087,1203199.3296771853,1155025.3460162622,1127783.4013133277,1169725.6455529334,
2020-12-15,1165160.7653596196,1089676.897237381,1209230.6157094843,1167020.1816943628,1137626.013167881,1183545.6267244327,1173471.9557509227
2020-12-16,1164924.7475335393,1092287.163655838,1207434.6287190593,1164649.9229815942,1131978.565486454,1201625.978001146,1171731.1054983486
2020-12-17,1166924.5296609197,1100444.9630790558,1198091.5822735864,1170959.1743854028,1134226.095325016,1203572.7311411863,1177517.0153730328
2020-12-18,1163916.2487771306,1099061.5652213898,1193614.7846035883,1165665.5047915918,1132184.0026355018,1192689.9634891958,1172683.116378473
2020-12-21,1157931.0435159001,1093342.4765678253,1195533.6243392222,1168201.603313778,1128506.2540126075,1201630.7071928934,1174140.2758888672
2020-12-22,1158011.9982964788,1091525.642034134,1195454.2873919336,1158306.08999667,1119560.3194232215,1209100.9968767008,1166329.9009131533
2020-12-23,1157561.4073426519,1090611.9592796173,1194852.3730846064,1163190.4085467798,1124778.8301310767,1199195.0374676804,1170771.3534583254
2020-12-24,1154927.3042847905,1093442.0126243439,1189224.5515344813,1166077.7706378442,1124391.4834590186,1201726.953555716,1173495.2551243443
2020-12-28,1158869.4800317083,1100791.5181938019,1192942.7941180042,1170982.9522326929,1132623.2942118873,1233704.4115530082,1181426.0734408393
2020-12-29,1155142.9197594915,1100246.897451004,1192582.009526047,1168540.7671588403,1132682.0289263953,1233994.9231052073,1178772.0698950845
2020-12-30,,,,,,,1181643.66074898
