date,a2c,ddpg,ppo,td3,sac,mvo,dji
2022-06-07,854370.3802220764,953508.8174127121,970597.7022666475,952027.199794075,894975.0247524264,855182.8276489172,906931.4086132427
2022-06-08,845956.2442052307,949802.5598138352,967224.6022300264,945069.7514679641,885442.9608791354,847816.1101028487,899572.1204229267
2022-06-09,830728.6012761536,928967.1821740647,940989.2952003023,926510.944602272,862772.8406818393,826704.4022450058,882130.3012759854
2022-06-10,805263.364703888,904148.9954217453,912177.2428626558,904326.4055168838,831365.2176311496,804477.3180009695,858076.7668551044
2022-06-13,784914.882282013,873526.0806802292,884443.7962856448,882284.2824585647,803461.5103023532,776415.1686556613,834131.2000034988
2022-06-14,779543.7038457337,866464.1588662644,882435.579963276,878739.0105889053,803170.570738602,770456.2437794745,829978.9586240943
2022-06-15,789772.4435307923,872758.6635507126,888599.3115980189,883219.5839989395,820575.4655979159,779027.9076052572,838280.1613554823
2022-06-16,775527.292438263,847225.9136270066,860145.6382420541,861875.5119469375,798797.9502666476,764452.8025529021,818013.4185921794
2022-06-17,775810.3490941467,855053.0160974045,860714.2974948542,858965.5958817215,801270.6666095736,767569.5124092589,816966.8165092528
2022-06-21,785391.2390019837,873687.254348137,878891.2444460832,876472.6524117202,814278.2830455783,790224.3610935546,834500.476423983
2022-06-22,789048.1702306214,872661.9659265061,869883.7766829989,869686.5946343155,809995.2589672091,793432.2502527093,833212.5189899922
2022-06-23,796092.3719670716,878589.489226677,866425.300264969,868502.1436531753,808926.7638996127,812596.0495786059,838521.5167065464
2022-06-24,823030.3931767883,902784.0937112351,891516.9437681963,888756.1035301895,837228.0643947604,831481.4565789744,861025.784842228
2022-06-27,817373.5189702454,899258.3685143967,894011.9339916765,887067.4986412735,830875.2867343905,826577.7080853747,859319.623912056
2022-06-28,802593.7295110169,881413.8724511643,881322.733708626,877513.4655335159,816911.8686283114,805824.9437276293,845891.4649859807
