,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2022-01-03,AAPL,177.8300018310547,182.8800048828125,177.7100067138672,179.27359008789062,104487900.0,0.0,4.755908790651404,181.07411284125985,164.62915864311518,64.84484574630059,102.66889037040777,50.480447918305,168.34508870442707,157.3300676981608,16.600000381469727,40.82571488661343
0,2022-01-03,AMGN,223.6300048828125,226.97000122070312,222.02999877929688,207.8071746826172,2742800.0,0.0,4.44220384157498,212.70217616420928,189.68046238559543,60.592151383300106,90.65744436731086,30.88570432482979,196.0098139444987,193.00656763712564,16.600000381469727,40.82571488661343
0,2022-01-03,AMZN,167.5500030517578,170.70350646972656,166.16050720214844,170.4044952392578,63520000.0,0.0,-1.2311279229436138,175.93622604462257,165.64732650664695,49.07544955411808,-68.05741273472556,3.7155601795836657,172.6172841389974,171.84785054524738,16.600000381469727,40.82571488661343
0,2022-01-03,AXP,164.50999450683594,168.39999389648438,164.39999389648438,161.69992065429688,3236400.0,0.0,-0.635058769080814,163.43040461434242,151.4013840209115,50.97252163181374,59.273865511727756,4.683067345820161,156.74666798909504,163.62587661743163,16.600000381469727,40.82571488661343
0,2022-01-03,BA,204.0,210.5500030517578,203.33999633789062,207.86000061035156,9060200.0,0.0,-0.9824401313221642,213.9908141747054,188.89618686289225,49.74789595224604,65.23212595641694,14.36963642987645,201.90833485921223,210.06350072224936,16.600000381469727,40.82571488661343
0,2022-01-03,CAT,207.3300018310547,208.60000610351562,205.8000030517578,195.76092529296875,2055600.0,0.0,1.285961607201358,198.56881443519273,186.59789393883068,53.031054014406195,98.54577459742298,13.202354735651983,191.09796803792318,190.96170094807943,16.600000381469727,40.82571488661343
0,2022-01-03,CRM,255.00999450683594,256.70001220703125,248.64999389648438,254.3309326171875,4316800.0,0.0,-6.690512830056321,267.6017667214578,244.99763360813202,43.08386795156037,-62.16797905226587,25.343074739715938,264.30267232259115,279.9372629801432,16.600000381469727,40.82571488661343
0,2022-01-03,CSCO,62.900001525878906,63.349998474121094,62.5,57.54347610473633,17184300.0,0.0,1.6781211984252238,59.62771710808639,50.8127568299019,63.77414401991968,101.82891531167007,27.87955207281833,53.55813293457031,52.33607838948568,16.600000381469727,40.82571488661343
0,2022-01-03,CVX,117.41999816894531,119.69000244140625,117.29000091552734,107.27003479003906,10717700.0,0.0,0.9591492045049392,108.02580377071129,102.26430014164222,59.44188974183735,111.45980395638628,3.5141315233746937,104.37196477254231,102.35192184448242,16.600000381469727,40.82571488661343
0,2022-01-03,DIS,155.8300018310547,157.55999755859375,155.36000061035156,155.533203125,10222800.0,0.0,-0.09801757656367727,156.2782246353575,145.45084488368548,48.004718228167256,135.98579398230783,10.411186578933119,149.75247446695963,159.0051602681478,16.600000381469727,40.82571488661343
