date,a2c,ddpg,ppo,td3,sac,mvo,dji
2020-08-27,1111509.2293899534,1162326.7425755616,1074307.7238462565,1080108.9817003973,1056770.3096070136,1219182.9316981072,1107142.0548377696
2020-08-28,1109621.9610794066,1159778.405234253,1079162.639807995,1088653.126929737,1062636.7231844827,1225719.0854575355,1113421.425709151
2020-08-31,1102358.530781555,1162137.5333317872,1074251.2100566484,1077688.4145960577,1053943.3727931022,1236639.2779146815,1104721.196813678
2020-09-01,1106724.9742324827,1176058.2360982057,1087017.691469559,1082936.2474856146,1057086.1442660827,1266147.0055238898,1113102.7479599766
2020-09-02,1121806.0375564573,1184911.3307408448,1101835.8786905177,1105126.8656534918,1080190.3994315034,1270986.295212924,1130775.2088595298
2020-09-03,1091433.0709121702,1144944.9690922853,1069035.5270322382,1075224.4796938666,1047579.8751087112,1202308.4904795727,1099386.0197687976
2020-09-04,1085814.4670913694,1138866.1565159913,1068608.8769980662,1071997.4453158148,1048513.2104316788,1185312.0825055556,1093192.1811249272
2020-09-08,1059440.2706192015,1102931.6461018678,1046894.4561608431,1053740.7896265753,1017007.0798278885,1126648.538632149,1068618.627962891
2020-09-09,1074580.6439712523,1129099.8619832154,1066528.6363073923,1069665.3655695685,1032594.3204818802,1166940.0546856248,1085700.4080046627
2020-09-10,1061158.4142654417,1109953.5297993775,1048693.2994438976,1055874.3128008612,1014678.6506858902,1133682.7671330378,1069928.098285409
2020-09-11,1066453.7776382444,1112958.26779834,1055013.7456718332,1062407.95136211,1022631.4158378678,1119487.4206563085,1075018.4421750535
2020-09-14,1078854.667073059,1128253.0541829225,1065817.7434193345,1069642.8508410223,1033675.7903953629,1126703.4554478866,1087752.1189527882
2020-09-15,1079677.984700012,1127844.161749756,1055174.092452202,1068616.7456965216,1031466.9885803299,1139696.6221806812,1087841.4458665242
2020-09-16,1082730.4662673948,1123896.8393468019,1057170.6040905002,1072493.2084955939,1036424.3756500321,1114512.0095865724,1089271.4354235479
2020-09-17,1073630.245045471,1115821.3237141725,1055969.8171041186,1070788.9018587836,1032653.2033516007,1097606.7152060953,1084204.3909073246
2020-09-18,1063918.3123062132,1108624.2244099732,1043412.4708086168,1061905.4027399786,1022335.454990654,1077252.8860409781,1074699.8403196037
2020-09-21,1047372.5656936645,1093104.3796757814,1021673.3880707438,1041304.1564364204,997441.713711052,1089352.4387578878,1054894.082718088
2020-09-22,1052048.5439651487,1102296.8084935304,1029675.8076911509,1050544.2191729315,1006830.0361368943,1126959.016520854,1060353.5736836994
2020-09-23,1026664.3281753539,1074763.4689244386,1006501.8831186258,1028398.0453333625,982184.7985610428,1085933.7028251714,1039949.4699582282
2020-09-24,1028212.3193862914,1077231.5943822023,1010025.8424138911,1029120.9088587532,984468.930754982,1095314.0340656952,1041981.7521128814
2020-09-25,1043201.7786148071,1092758.9578007814,1022235.4853905985,1040914.2481798896,1000129.6507579727,1121980.0753828867,1055916.0676122012
2020-09-28,1062453.9698989866,1109004.9605473634,1038228.4297146036,1055561.9059672125,1020716.2722789688,1142032.3606679928,
2020-09-29,1057083.6393020628,1106659.9001454469,1030769.8108771098,1050684.969733692,1012939.4465534134,1132803.1276998243,1066745.6467359627
2020-09-30,1070346.5091751097,1124579.3595494386,1039692.3663908732,1060174.4282831915,1024708.4685266343,1143634.0346886325,1079529.7928404897
2020-10-01,1071201.6714370726,1126141.3102101441,1036629.9017410777,1059667.8823504217,1025084.894764824,1163077.0388762983,
2020-10-02,1064689.1724441526,1109764.3494710084,1032420.450210293,1052650.1928210028,1017794.9609801255,1129594.0923031226,1075686.8382067224
2020-10-05,1083346.2599075316,1134960.5893468019,1052970.567763386,1073221.7727770575,1038700.0846831284,1155090.1250840293,1093786.6566689333
2020-10-06,1067170.8511245726,1120168.6747197267,1035969.2432873728,1062009.84148357,1018663.9380080185,1125704.1132198637,1079184.021031669
2020-10-07,1089554.5006301878,1142959.0673131105,1052782.4095803492,1080373.9734949835,1040274.4137770615,1149965.290593492,1099805.7120652806
2020-10-08,1088704.0210769651,1136539.8154210206,1062447.319817982,1080068.8705820807,1042701.2594687424,1150332.0546876192,1104546.3376724306
2020-10-09,1093337.899769592,1145589.5251073,1072288.84372279,1081330.9470362433,1047229.1317717514,1177632.5135816324,1110817.967383913
2020-10-12,1101571.77000885,1164116.7436436769,1095680.6583310969,1093112.4752306708,1060821.7656752549,1226244.8642288581,1120555.663493297
2020-10-13,1095583.7215164183,1154145.4621876832,1084202.8279402505,1091444.0435290106,1048550.3796645737,1223353.2486813315,1114427.8523897415
2020-10-14,1088986.1963088987,1148627.6370305177,1082821.274093075,1088536.4169001349,1047541.1709472275,1206031.9759217834,1107985.2341169615
2020-10-15,1086239.2677810667,1142256.6891469117,1082869.163585316,1089004.9271120795,1043625.8811179734,1200195.8661389165,1107215.8235379832
2020-10-16,1089065.0902297972,1146427.4180211183,1086546.3492509348,1093455.619533039,1048599.8358489608,1186417.1283746837,1111571.8197493686
2020-10-19,1074196.147541809,1125649.0863484498,1068894.4163485987,1075879.4972719916,1033371.9935103989,1161199.009703255,1095605.2220953954
2020-10-20,1082654.140950012,1131221.0014638063,1078169.701235245,1075489.8091959723,1039336.0601569748,1167443.3307029004,1100011.687633573
2020-10-21,1079058.6906936644,1123606.4543065187,1078708.8474891474,1072400.2154192694,1032047.8125297165,1161731.7768168985,1096203.6441130757
2020-10-22,1082444.5497940062,1125589.6291112062,1086387.4387609216,1080785.1757616766,1045301.2229720688,1157282.184372675,1102144.9084418106
2020-10-23,1083392.2518814085,1123445.090201294,1086222.8453206522,1078107.6626848944,1038179.1990462876,1162208.393958611,1101053.0254274337
2020-10-26,1058254.9871414183,1101660.8157338258,1064574.4325406535,1053344.1365465887,1014290.9635993576,1153326.6171636176,1075787.8527540315
2020-10-27,1051988.5220535276,1101994.0161580201,1053073.2491143534,1043813.5531916389,1000386.7578422165,1173755.8230915316,1067153.6513988732
2020-10-28,1019637.2237442016,1060104.410994446,1018118.7362468531,1006358.3271326789,967473.2907935715,1127009.304925119,
2020-10-29,1022098.0684707641,1067075.113020813,1038260.4100159876,1018061.0030741462,974102.8854247666,1145597.9709834806,1035908.2809160675
2020-10-30,1013697.6751907348,1055699.3098897096,1024458.5608970607,1019033.5803789863,966682.4790298081,1100475.237754221,1029788.210972411
2020-11-02,1025309.4136856078,1070305.3276814576,1041072.3760413325,1034933.840236164,986001.0242644883,1096803.9054956164,1046244.3990431319
2020-11-03,1046386.7442214965,1086937.727110779,1061087.5665495417,1054055.771483875,1004949.1603652573,1114750.396259294,1067806.4892170196
2020-11-04,1056155.4318130491,1103475.4660863038,1053559.193270199,1053990.4910769232,1013855.729182396,1166089.1456458024,1082094.3935787836
2020-11-05,1078134.5182083128,1130812.424414551,1086104.1761807215,1075911.521335102,1035265.4883414841,1197437.0673434874,1103174.634495823
2020-11-06,1077913.7772720335,1128981.5950307008,1082464.683231556,1075288.93939159,1034383.996634636,1198383.4448120329,1100578.9932242082
2020-11-09,1110413.457356262,1162695.5460576173,1124455.191147652,1110478.1732287176,1082528.4676353072,1158000.9160182928,1133009.5201088013
2020-11-10,1121918.7353713987,1160559.50217334,1130248.7071321642,1120160.1862559088,1097246.2782661056,1133042.204231422,1143225.1948950845
2020-11-11,1120566.7750442503,1163289.8731679078,1128551.8829830554,1119462.6478533514,1091475.7761527633,1165923.3099956652,1142319.7827618031
2020-11-12,1104840.1471145628,1154043.1961430665,1119909.794165459,1106595.513446308,1078348.1604529952,1159934.8320406554,1129986.3694870798
2020-11-13,1121036.2570693968,1165307.0841969606,1132337.0696667102,1122001.2924189337,1100076.2443839645,1166688.0758396052,1145513.9219448222
2020-11-16,1140577.495991516,1171768.2208394166,1146849.1267727283,1140579.8428225287,1124420.676169548,1172063.026829042,1163800.2871818535
2020-11-17,1141927.0766799925,1168575.4869832154,1140853.8391827014,1129481.6945795782,1122119.8430015182,1164308.9100901885,1157311.0701622304
2020-11-18,1130282.2057998655,1158154.594359314,1133520.440497246,1117094.2684511908,1104161.3882743453,1152921.154019892,1143905.2026666019
2020-11-19,1133969.1060379026,1163250.6577366944,1133916.9962681201,1117419.5490603216,1108092.7955848312,1160816.610358078,
2020-11-20,1123653.0254409788,1151180.7754048463,1128317.508997765,1111754.6706003912,1100106.8764640426,1150865.3712630938,1137108.9955313776
2020-11-23,1138265.5680435179,1151558.6320027467,1130115.8618458179,1127108.2256273993,1116561.4536735152,1143816.1975631318,1149846.5428890616
2020-11-24,1156960.6246841429,1163644.2015523072,1148926.716292229,1146918.8992991217,1135923.8174048995,1154754.1279036254,1167522.7984748397
2020-11-25,1145508.8585098265,1149455.233763611,1144426.4350956348,1140480.8904032477,1134003.7514411544,1167668.2261393247,1160773.2659801827
2020-11-27,1145525.731739807,1154319.8909749147,1143296.8546589282,1143030.6552119025,1136623.411666069,1171901.490248765,1162245.9837040994
2020-11-30,1133130.9985549925,1149296.9337987062,1141797.5767048267,1132974.880759693,1118304.704810295,1172490.3786078445,1151684.461215271
2020-12-01,1138694.6270034788,1157890.9329518434,1158816.3504475025,1140234.2946619757,1130233.20310894,1190861.0852645512,
2020-12-02,1137695.2148330687,1145314.33836261,1168075.1164005664,1145752.8049959906,1145037.6748649215,1185751.6824748297,1161212.3870701378
2020-12-03,1143755.565571594,1145919.4645375367,1168661.0782033158,1145108.6327090033,1154331.3884193038,1180137.6847233572,1164542.451913736
2020-12-04,1147537.307972717,1161435.5646046754,1183113.3376643374,1160102.257812,1164483.2016517257,1174616.9289135144,1174210.2499028558
2020-12-07,1145658.2766311644,1158209.5811528321,1178281.892006363,1149188.2621378668,1158851.9152518844,1176094.8811907263,1168439.898241694
2020-12-08,1148824.4197280882,1163659.2140263673,1183555.0733764956,1154205.755332447,1164756.8971168136,1183975.383382487,
2020-12-09,1147139.7863967894,1153507.3855427857,1179883.5423562396,1151831.0591921576,1161409.774542961,1160559.4010132235,1168401.0406547503
2020-12-10,1148144.4201553343,1153004.075735962,1181075.2873017658,1147783.0197138556,1161758.772124443,1160868.7745263116,1165700.4383621528
2020-12-11,1154808.3763931273,1150593.3814381715,1194198.7296039432,1164143.973338581,1159157.1840125655,1164849.8944405674,1167530.6155284632
2020-12-14,1147141.619038391,1141136.625296509,1179358.7497269441,1157708.306365467,1150832.5978232955,1169725.7919289568,
2020-12-15,1159182.0904129026,1156538.0196904298,1211591.0263829425,1170861.0830721625,1160792.710051689,1183545.7882551642,1173471.9557509227
2020-12-16,1158729.0395401,1155473.562758362,1206184.463278744,1167297.3138308295,1157484.8067924117,1201626.042010906,1171731.1054983486
2020-12-17,1164199.3237197874,1163500.063689148,1209654.198818104,1170258.1789088019,1159371.2932349776,1203572.895067829,1177517.0153730328
2020-12-18,1160989.3945510862,1160887.1242817994,1206451.660411732,1166109.6523356207,1151367.0643531417,1192690.0296022375,1172683.116378473
2020-12-21,1164262.3263748167,1160297.3289937135,1207995.2800787853,1162477.1278948553,1155308.9103385543,1201630.7937953505,1174140.2758888672
2020-12-22,1156476.6703384398,1157297.8468846437,1209174.1553256914,1151631.7328867682,1143491.9268790816,1209101.0906441377,1166329.9009131533
2020-12-23,1162321.0299270628,1159928.754340088,1215959.6138065264,1158689.8362841376,1150276.174315605,1199195.117638776,1170771.3534583254
2020-12-24,1161283.5508316038,1162303.8218068238,1221565.8477832377,1161010.5606455572,1150405.1416465377,1201726.9897808286,1173495.2551243443
2020-12-28,1166778.3654983519,1169759.310034668,1238783.7299500469,1168843.5924219855,1156603.4710380172,1233704.5777746318,1181426.0734408393
2020-12-29,1163120.6328323362,1167480.0721043702,1229845.023053631,1166816.5616793402,1158592.0064536666,1233995.1406292438,1178772.0698950845
2020-12-30,,,,,,,1181643.66074898
